"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","phylum","subphylum","class","below_class","order","below_order","below_below_order","family","below_family","genus","below_genus","species_group","species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies"
"43131","41273","species","Tissierella praeacuta","1","131567","2","1783272","","1239","","1737404","","1737405","","","1737406","","41273","","","","43131","","","",""
"134821","2129","species","Ureaplasma parvum","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2129","","","","134821","","","",""
"2130","2129","species","Ureaplasma urealyticum","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2129","","","","2130","","","",""
"184870","184869","species","Varibaculum cambriense","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","184869","","","","184870","","","",""
"39777","29465","species","Veillonella atypica","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","29465","","","","39777","","","",""
"39778","29465","species","Veillonella dispar","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","29465","","","","39778","","","",""
"187328","29465","species","Veillonella montpellierensis","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","29465","","","","187328","","","",""
"29466","29465","species","Veillonella parvula","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","29465","","","","29466","","","",""
"103892","29465","species","Veillonella ratti","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","29465","","","","103892","","","",""
"423477","29465","species","Veillonella rogosae","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","29465","","","","423477","","","",""
"46507","1737407","species","[Bacteroides] coagulans","1","131567","2","1783272","","1239","","1737404","1737407","","","","","","","","","","46507","","","",""
"86188","191676","species","[Pseudomonas] geniculata","1","131567","2","","","1224","","1236","","135614","","","32033","191676","","","","","86188","","","",""
"86189","995085","species","[Pseudomonas] hibiscicola","1","131567","2","","","1224","","1236","","135614","","","32033","","40323","995085","","","86189","","","",""
"33038","572511","species","[Ruminococcus] gnavus","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","572511","","","","33038","","","",""
"33039","572511","species","[Ruminococcus] torques","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","572511","","","","33039","","","",""
"525919","33034","below_species","Anaerococcus prevotii DSM 20548","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","165779","","","","33034","525919","","",""
"649762","89014","below_species","Blautia luti DSM 14534","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","572511","","","","89014","649762","","",""
"1121114","33035","below_species","Blautia producta ATCC 27340 = DSM 2950","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","572511","","","","33035","1121114","","",""
"360107","76517","below_species","Campylobacter hominis ATCC BAA-381","1","131567","2","","","1224","68525","29547","","213849","","","72294","","194","","","","76517","360107","","",""
"190650","155892","below_species","Caulobacter crescentus CB15","1","131567","2","","","1224","","28211","","204458","","","76892","","75","","","","155892","190650","","",""
"1434769","83560","below_species","Chlamydia muridarum str. Nigg3","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","83560","1434769","","",""
"1112250","83554","below_species","Chlamydia psittaci C19/98","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","83554","1112250","","",""
"580049","813","below_species","Chlamydia trachomatis B/Jali20/OT","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","813","580049","","",""
"331635","85991","below_species","Chlamydophila pecorum E58","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","85991","331635","","",""
"1451189","108486","below_species","Corynebacterium falsenii DSM 44353","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","108486","1451189","","",""
"585529","38288","below_species","Corynebacterium genitalium ATCC 33030","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38288","585529","","",""
"306537","38289","below_species","Corynebacterium jeikeium K411","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38289","306537","","",""
"630407","1288393","below_species","Corynebacterium pilbarense DSM 45350","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","1288393","630407","","",""
"662755","258224","below_species","Corynebacterium resistens DSM 45100","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","258224","662755","","",""
"479437","84112","below_species","Eggerthella lenta DSM 2243","1","131567","2","1783272","","201174","","84998","","1643822","","","1643826","","84111","","","","84112","479437","","",""
"525282","1260","below_species","Finegoldia magna ATCC 53516","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","150022","","","","1260","525282","","",""
"189726","851","below_species","Fusobacterium nucleatum E9_12","1","131567","2","","","32066","","203490","","203491","","","203492","","848","","","","851","189726","","",""
"585528","2702","below_species","Gardnerella vaginalis ATCC 14018 = JCM 11026","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","2701","","","","2702","585528","","",""
"126475","727","below_species","Haemophilus influenzae MCCM 02082","1","131567","2","","","1224","","1236","","135625","","","712","","724","","","","727","126475","","",""
"862965","729","below_species","Haemophilus parainfluenzae T3T1","1","131567","2","","","1224","","1236","","135625","","","712","","724","","","","729","862965","","",""
"1204722","521392","below_species","Helcobacillus massiliensis 6401990","1","131567","2","1783272","","201174","","1760","","85006","","","85020","","1161125","","","","521392","1204722","","",""
"182217","138563","below_species","Helicobacter cetorum MIT 00-7128","1","131567","2","","","1224","68525","29547","","213849","","","72293","","209","","","","138563","182217","","",""
"748671","47770","below_species","Lactobacillus crispatus ST1","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","47770","748671","","",""
"880633","1587","below_species","Lactobacillus helveticus R0052","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","1587","880633","","",""
"1249531","75985","below_species","Mannheimia haemolytica USDA-ARS-USMARC-183","1","131567","2","","","1224","","1236","","135625","","","712","","75984","","","","75985","1249531","","",""
"1432056","85404","below_species","Mannheimia varigena USDA-ARS-USMARC-1261","1","131567","2","","","1224","","1236","","135625","","","712","","75984","","","","85404","1432056","","",""
"1434214","85404","below_species","Mannheimia varigena USDA-ARS-USMARC-1312","1","131567","2","","","1224","","1236","","135625","","","712","","75984","","","","85404","1434214","","",""
"1434215","85404","below_species","Mannheimia varigena USDA-ARS-USMARC-1388","1","131567","2","","","1224","","1236","","135625","","","712","","75984","","","","85404","1434215","","",""
"548479","2051","below_species","Mobiluncus curtisii ATCC 43063","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","2050","","","","2051","548479","","",""
"243273","2097","below_species","Mycoplasma genitalium G37","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2093","","","","2097","243273","","",""
"935593","487","below_species","Neisseria meningitidis M04-240196","1","131567","2","","","1224","","28216","","206351","","","481","","482","","","","487","935593","","",""
"1118057","1465756","below_species","Peptoniphilus grossensis ph5","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","1465756","1118057","","",""
"879243","28123","below_species","Porphyromonas asaccharolytica DSM 20707","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","836","","","","28123","879243","","",""
"887901","41976","below_species","Porphyromonas catoniae ATCC 51270","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","836","","","","41976","887901","","",""
"553174","28132","below_species","Prevotella melaninogenica ATCC 25845","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","28132","553174","","",""
"743713","294","below_species","Pseudomonas fluorescens R124","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136843","","294","743713","","",""
"888019","172042","below_species","Rothia aeria F0184","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","32207","","","","172042","888019","","",""
"680646","43675","below_species","Rothia mucilaginosa DY-18","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","32207","","","","43675","680646","","",""
"519441","34105","below_species","Streptobacillus moniliformis DSM 12112","1","131567","2","","","32066","","203490","","203491","","","1129771","","34104","","","","34105","519441","","",""
"862971","1328","below_species","Streptococcus anginosus C238","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","671232","","1328","862971","","",""
"134262","28037","below_species","Streptococcus mitis bv. 2","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","28037","134262","","",""
"905067","1318","below_species","Streptococcus parasanguinis F0405","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1318","905067","","",""
"574093","1313","below_species","Streptococcus pneumoniae AP200","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1313","574093","","",""
"1054460","257758","below_species","Streptococcus pseudopneumoniae IS7493","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","257758","1054460","","",""
"1282664","1077464","below_species","Streptococcus tigurinus AZ_3a","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1077464","1282664","","",""
"203275","28112","below_species","Tannerella forsythia 92A2","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","195950","","","","28112","203275","","",""
"38504","134821","below_species","Ureaplasma parvum serovar 3","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2129","","","","134821","38504","","",""
"95664","2130","below_species","Ureaplasma urealyticum serovar 10","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2129","","","","2130","95664","","",""
"479436","29466","below_species","Veillonella parvula DSM 2008","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","29465","","","","29466","479436","","",""
"565050","190650","below_below_species","Caulobacter crescentus NA1000","1","131567","2","","","1224","","28211","","204458","","","76892","","75","","","","155892","190650","565050","",""
"1434770","1434769","below_below_species","Chlamydia muridarum str. Nigg3 CMUT3-5","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","83560","1434769","1434770","",""
"565575","95664","below_below_species","Ureaplasma urealyticum serovar 10 str. ATCC 33699","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2129","","","","2130","95664","565575","",""
"302911","28025","subspecies","Bifidobacterium animalis subsp. lactis","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","28025","","","302911",""
"1679","216816","subspecies","Bifidobacterium longum subsp. longum","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","216816","","","1679",""
"144184","38286","subspecies","Corynebacterium afermentans subsp. lipophilum","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38286","","","144184",""
"76859","851","subspecies","Fusobacterium nucleatum subsp. animalis","1","131567","2","","","32066","","203490","","203491","","","203492","","848","","","","851","","","76859",""
"76856","851","subspecies","Fusobacterium nucleatum subsp. nucleatum","1","131567","2","","","32066","","203490","","203491","","","203492","","848","","","","851","","","76856",""
"144178","2051","subspecies","Mobiluncus curtisii subsp. holmesii","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","2050","","","","2051","","","144178",""
"319705","36809","subspecies","Mycobacterium abscessus subsp. bolletii","1","131567","2","1783272","","201174","","1760","","85007","","","1762","","1763","","670516","670506","36809","","","319705",""
"119602","1334","subspecies","Streptococcus dysgalactiae subsp. equisimilis","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","119603","","1334","","","119602",""
"1035817","1679","below_subspecies","Bifidobacterium longum subsp. longum KACC 91563","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","216816","","","1679","1035817"
"469607","76859","below_subspecies","Fusobacterium nucleatum subsp. animalis 4_8","1","131567","2","","","32066","","203490","","203491","","","203492","","848","","","","851","","","76859","469607"
"190304","76856","below_subspecies","Fusobacterium nucleatum subsp. nucleatum ATCC 25586","1","131567","2","","","32066","","203490","","203491","","","203492","","848","","","","851","","","76856","190304"
"1299325","319705","below_subspecies","Mycobacterium abscessus subsp. bolletii 103","1","131567","2","1783272","","201174","","1760","","85007","","","1762","","1763","","670516","670506","36809","","","319705","1299325"
"486410","119602","below_subspecies","Streptococcus dysgalactiae subsp. equisimilis GGS_124","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","119603","","1334","","","119602","486410"
